Trade Date,X,Filing Date,Ticker,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value
2022-02-09,D,2022-02-11 12:14:06,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,822.51","-14,768","18,670,368",0%,"-$41,682,866"
2022-02-09,,2022-02-11 17:26:17,GOOG,Hennessy John L,Dir,S - Sale,"$2,820.95",-88,"2,224",-4%,"-$248,243"
2022-02-09,,2022-02-11 18:17:18,GOOG,Hennessy John L,Dir,S - Sale,"$2,820.80",-62,"3,164",-2%,"-$174,890"
2022-02-08,,2022-02-08 21:11:48,GOOG,Shriram Kavitark Ram,Dir,S - Sale,"$2,780.00","-5,000","281,601",-2%,"-$13,900,000"
2022-02-08,,2022-02-10 17:03:40,GOOG,Brin Sergey,"Dir, 10%",S - Sale,"$2,766.36","-11,101","18,731,975",0%,"-$30,709,395"
2022-02-08,D,2022-02-10 17:05:02,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,720.42","-10,864","3,025",-78%,"-$29,554,666"
2022-02-08,D,2022-02-10 17:10:15,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,786.19","-5,813","18,746,457",0%,"-$16,196,129"
2022-02-07,D,2022-02-08 20:08:54,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,815.03","-8,832","18,756,438",0%,"-$24,862,351"
2022-02-07,D,2022-02-08 20:10:26,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,859.15","-5,057","18,765,003",0%,"-$14,458,731"
2022-02-07,D,2022-02-08 20:12:16,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,804.27","-8,276","5,613",-60%,"-$23,208,116"
2022-02-07,D,2022-02-08 20:14:07,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,863.71","-5,613","18,760,346",0%,"-$16,074,000"
2022-02-07,D,2022-02-09 18:04:37,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,803.46","-7,894","5,995",-57%,"-$22,130,531"
2022-02-07,D,2022-02-09 18:07:35,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,861.40","-5,995",0,-100%,"-$17,154,070"
2022-02-07,,2022-02-09 18:15:11,GOOG,Page Lawrence,"Dir, 10%",S - Sale,"$2,798.00","-8,451","19,602,385",0%,"-$23,645,921"
2022-02-07,D,2022-02-09 18:28:17,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,857.45","-5,438","19,596,947",0%,"-$15,538,794"
2022-02-04,D,2022-02-07 21:46:17,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,870.10","-6,099","19,610,836",0%,"-$17,504,764"
2022-02-04,,2022-02-07 21:50:08,GOOG,Page Lawrence,"Dir, 10%",S - Sale,"$2,833.89","-7,790","19,616,935",0%,"-$22,075,972"
2022-02-04,D,2022-02-07 21:51:37,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,842.48","-7,627","6,262",-55%,"-$21,679,567"
2022-02-04,D,2022-02-07 21:52:39,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,876.57","-6,262","19,610,836",0%,"-$18,013,055"
2022-02-04,,2022-02-08 13:59:37,GOOG,Arnold Frances,Dir,S - Sale,"$2,858.00",-50,953,-5%,"-$142,900"
2022-02-03,D,2022-02-04 21:29:42,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,897.82","-6,464","7,425",-47%,"-$18,731,481"
2022-02-03,,2022-02-04 21:31:17,GOOG,Page Lawrence,"Dir, 10%",S - Sale,"$2,948.76","-6,825",600,-92%,"-$20,125,279"
2022-02-03,,2022-02-04 21:32:54,GOOG,Page Lawrence,"Dir, 10%",S - Sale,"$2,891.11","-6,321","19,632,293",0%,"-$18,274,704"
2022-02-03,,2022-02-04 21:36:02,GOOG,Page Lawrence,"Dir, 10%",S - Sale,"$2,942.82","-6,968","19,625,325",0%,"-$20,505,552"
2022-02-03,D,2022-02-04 21:40:37,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,975.34","-1,200","19,624,725",0%,"-$3,570,405"
2022-02-02,D,2022-02-02 21:06:50,GOOG,Pichai Sundar,CEO,S - Sale+OE,"$2,992.62","-3,000","124,826",-2%,"-$8,977,872"
2022-02-01,,2022-02-01 17:58:15,GOOG,O'Toole Amie Thuener,"VP, Chief Accounting Officer",S - Sale,"$2,755.81",-42,"3,702",-1%,"-$115,744"
2022-01-20,,2022-01-21 14:28:18,GOOG,Page Lawrence,"Dir, 10%",S - Sale,"$2,704.04","-5,882","19,646,620",0%,"-$15,905,149"
2022-01-20,,2022-01-21 14:44:31,GOOG,Page Lawrence,"Dir, 10%",S - Sale,"$2,747.26","-8,006","19,638,614",0%,"-$21,994,588"
2022-01-20,D,2022-01-21 15:02:40,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,$766.61,"-19,393","19,646,997",0%,"-$14,866,947"
2022-01-20,D,2022-01-21 15:28:28,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,741.46","-8,383","19,638,614",0%,"-$22,981,686"
2022-01-19,D,2022-01-20 18:59:05,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,730.79","-11,188","2,701",-81%,"-$30,552,046"
2022-01-19,,2022-01-20 19:22:52,GOOG,Page Lawrence,"Dir, 10%",S - Sale,"$2,738.91","-11,363","19,655,028",0%,"-$31,122,197"
2022-01-19,D,2022-01-20 19:51:31,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,755.40","-5,227","19,652,502",0%,"-$14,402,469"
2022-01-19,D,2022-01-20 21:22:55,GOOG,Pichai Sundar,CEO,S - Sale+OE,"$2,743.69","-3,000","127,826",-2%,"-$8,231,064"
2022-01-18,D,2022-01-19 21:31:44,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,724.31","-13,889",0,-100%,"-$37,837,997"
2022-01-18,D,2022-01-19 21:52:04,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,729.91","-13,889","19,666,391",0%,"-$37,915,756"
2022-01-12,D,2022-01-13 18:11:37,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,832.75","-13,888","18,774,235",0%,"-$39,341,201"
2022-01-12,D,2022-01-13 18:16:50,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,839.10","-13,888","18,774,235",0%,"-$39,429,434"
2022-01-11,D,2022-01-13 9:23:35,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,764.81","-6,974","18,795,038",0%,"-$19,281,759"
2022-01-11,D,2022-01-13 9:26:11,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,766.54","-8,541","5,348",-61%,"-$23,629,028"
2022-01-11,D,2022-01-13 9:28:24,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,796.23","-12,263","18,788,123",0%,"-$34,290,146"
2022-01-10,,2022-01-11 21:29:16,GOOG,Brin Sergey,"Dir, 10%",S - Sale,"$2,690.33","-8,300","18,790,231",0%,"-$22,329,735"
2022-01-10,D,2022-01-11 21:33:31,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,686.02","-7,592","18,822,098",0%,"-$20,392,236"
2022-01-10,,2022-01-11 21:37:16,GOOG,Brin Sergey,"Dir, 10%",S - Sale,"$2,750.12","-6,297",0,-100%,"-$17,317,537"
2022-01-10,D,2022-01-11 21:39:11,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,755.92","-5,489","18,802,012",0%,"-$15,127,219"
2022-01-07,,2022-01-11 12:32:50,GOOG,Hennessy John L,Dir,S - Sale,"$2,740.62",-199,"3,231",-6%,"-$545,384"
2022-01-05,D,2022-01-05 18:45:32,GOOG,Pichai Sundar,CEO,S - Sale+OE,"$2,871.51","-3,000","96,035",-3%,"-$8,614,528"
2022-01-05,,2022-01-05 19:20:41,GOOG,Schindler Philipp,"SVP, Chief Business Officer",S - Sale,"$2,845.76","-3,834","15,412",-20%,"-$10,910,650"
2022-01-05,,2022-01-06 13:40:22,GOOG,O'Toole Amie Thuener,"VP, Chief Accounting Officer",S - Sale,"$2,883.62",-48,"3,796",-1%,"-$138,414"
2022-01-03,,2022-01-03 18:15:53,GOOG,Raghavan Prabhakar,SVP,S - Sale,"$2,889.51","-2,475","30,224",-8%,"-$7,151,537"
2022-01-03,,2022-01-03 20:51:19,GOOG,Mather Ann,Dir,S - Sale,"$2,889.51",-18,"1,751",-1%,"-$52,011"
2021-12-29,,2021-12-29 17:11:08,GOOG,Walker John Kent,"Pres, Global Affairs, CLO",S - Sale,"$2,930.27","-2,498","8,740",-22%,"-$7,319,812"
2021-12-15,D,2021-12-15 19:24:31,GOOG,Pichai Sundar,CEO,S - Sale+OE,"$2,866.25","-3,000","102,836",-3%,"-$8,598,736"
2021-12-09,D,2021-12-10 20:29:04,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,960.73","-13,889",0,-100%,"-$41,121,590"
2021-12-09,D,2021-12-10 21:28:22,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,971.24","-13,889","19,680,280",0%,"-$41,267,519"
2021-12-08,D,2021-12-09 14:55:17,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,945.75","-13,889","19,694,169",0%,"-$40,913,566"
2021-12-08,D,2021-12-09 15:48:31,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,960.70","-13,889","19,694,169",0%,"-$41,121,140"
2021-12-08,D,2021-12-09 19:16:48,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,945.80","-13,889",0,-100%,"-$40,914,201"
2021-12-08,D,2021-12-09 20:06:40,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,960.67","-13,889","18,815,901",0%,"-$41,120,797"
2021-12-07,,2021-12-07 19:51:26,GOOG,Hennessy John L,Dir,S - Sale,"$2,937.61",-169,"2,511",-6%,"-$496,456"
2021-12-07,,2021-12-07 20:04:23,GOOG,Hennessy John L,Dir,S - Sale,"$2,951.57",-31,"3,277",-1%,"-$91,499"
2021-12-07,D,2021-12-08 12:12:05,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,934.11","-13,020","18,830,659",0%,"-$38,202,167"
2021-12-07,D,2021-12-08 12:14:03,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,947.71","-12,989","18,830,690",0%,"-$38,287,783"
2021-12-07,D,2021-12-08 12:15:17,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,954.97","-1,769","18,829,790",0%,"-$5,227,338"
2021-12-07,D,2021-12-08 17:29:42,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,934.55","-13,388",501,-96%,"-$39,287,696"
2021-12-07,D,2021-12-08 17:58:09,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,948.48","-13,785","19,708,162",0%,"-$40,644,730"
2021-12-07,D,2021-12-08 18:09:48,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,951.05",-601,"19,708,062",0%,"-$1,773,583"
2021-12-06,D,2021-12-07 17:04:54,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,832.98","-8,240","5,649",-59%,"-$23,343,757"
2021-12-06,D,2021-12-07 17:08:49,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,842.67","-7,763","18,849,805",0%,"-$22,067,636"
2021-12-06,D,2021-12-07 17:11:19,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,871.40","-11,775","18,843,679",0%,"-$33,810,693"
2021-12-01,D,2021-12-01 19:00:52,GOOG,Pichai Sundar,CEO,S - Sale+OE,"$2,887.79","-3,000","105,836",-3%,"-$8,663,384"
2021-12-01,,2021-12-01 19:13:21,GOOG,Mather Ann,Dir,S - Sale,"$2,884.25",-18,"1,769",-1%,"-$51,917"
2021-12-01,,2021-12-01 19:40:23,GOOG,O'Toole Amie Thuener,"VP, Chief Accounting Officer",S - Sale,"$2,884.25",-48,"2,950",-2%,"-$138,444"
2021-11-17,D,2021-11-17 21:22:07,GOOG,Pichai Sundar,CEO,S - Sale+OE,"$2,981.43","-3,000","124,976",-2%,"-$8,944,299"
2021-11-16,D,2021-11-17 20:28:31,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,983.17","-13,889","19,721,947",0%,"-$41,433,213"
2021-11-16,D,2021-11-17 20:48:22,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,962.03","-13,889","19,721,947",0%,"-$41,139,626"
2021-11-15,D,2021-11-16 16:55:10,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,967.85","-13,889","19,735,836",0%,"-$41,220,477"
2021-11-15,D,2021-11-16 17:55:10,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,987.37","-13,889","19,735,836",0%,"-$41,491,538"
2021-11-12,,2021-11-15 19:15:19,GOOG,Page Lawrence,"Dir, 10%",S - Sale,"$2,960.49","-7,867","19,755,747",0%,"-$23,290,206"
2021-11-12,D,2021-11-15 19:47:19,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,937.63","-7,856","6,033",-57%,"-$23,078,012"
2021-11-12,D,2021-11-15 20:28:37,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,980.46","-12,055","19,749,725",0%,"-$35,929,503"
2021-11-10,D,2021-11-12 12:33:10,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,924.80","-9,745","4,144",-70%,"-$28,502,172"
2021-11-10,D,2021-11-12 12:42:52,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,937.80","-10,819","18,913,338",0%,"-$31,784,060"
2021-11-10,D,2021-11-12 12:48:30,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,951.55","-7,214","18,910,268",0%,"-$21,292,500"
2021-11-09,,2021-11-10 21:29:47,GOOG,Brin Sergey,"Dir, 10%",S - Sale,"$2,977.68","-13,889","18,924,157",0%,"-$41,356,985"
2021-11-09,D,2021-11-12 12:29:29,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,968.52","-13,889",0,-100%,"-$41,229,803"
2021-11-08,,2021-11-09 18:43:34,GOOG,Hennessy John L,Dir,S - Sale,"$2,989.49",-201,"2,912",-6%,"-$600,887"
2021-11-08,D,2021-11-09 19:52:37,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,986.79","-13,889",0,-100%,"-$41,483,568"
2021-11-08,D,2021-11-09 20:31:05,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,995.86","-13,889","18,938,046",0%,"-$41,609,565"
2021-11-05,,2021-11-08 19:05:33,GOOG,Schindler Philipp,"SVP, Chief Business Officer",S - Sale,"$2,994.60","-7,951","52,181",-13%,"-$23,810,040"
2021-11-05,,2021-11-08 20:32:33,GOOG,Shriram Kavitark Ram,Dir,S - Sale,"$2,988.41","-2,500","286,601",-1%,"-$7,471,037"
2021-11-05,,2021-11-08 20:49:43,GOOG,Shriram Kavitark Ram,Dir,S - Sale,"$2,988.06","-2,500","139,206",-2%,"-$7,470,157"
2021-11-03,D,2021-11-03 18:23:42,GOOG,Pichai Sundar,CEO,S - Sale+OE,"$2,916.00","-3,000","87,000",-3%,"-$8,748,002"
2021-11-02,,2021-11-02 20:49:08,GOOG,O'Toole Amie Thuener,"VP, Chief Accounting Officer",S - Sale,"$2,896.12",-48,"3,057",-2%,"-$139,014"
2021-11-01,,2021-11-01 21:18:59,GOOG,Mather Ann,Dir,S - Sale,"$2,963.30",-17,"1,787",-1%,"-$50,376"
2021-10-20,D,2021-10-21 8:05:14,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,844.47","-13,888",0,-100%,"-$39,504,042"
2021-10-20,D,2021-10-21 8:15:39,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,857.50","-13,888","19,763,614",0%,"-$39,685,009"
2021-10-20,D,2021-10-21 14:35:49,GOOG,Pichai Sundar,CEO,S - Sale+OE,"$2,875.05","-3,000","90,000",-3%,"-$8,625,152"
2021-10-19,D,2021-10-20 20:30:52,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,860.92","-13,889",0,-100%,"-$39,735,316"
2021-10-19,D,2021-10-20 20:48:48,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,872.90","-13,889","19,777,502",0%,"-$39,901,686"
2021-10-18,D,2021-10-18 21:02:14,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,840.75","-13,889",0,-100%,"-$39,455,123"
2021-10-18,D,2021-10-18 21:20:37,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,845.65","-13,889","19,791,391",0%,"-$39,523,208"
2021-10-13,D,2021-10-15 11:38:44,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,752.11","-13,888",0,-100%,"-$38,221,260"
2021-10-13,D,2021-10-15 11:41:12,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,755.34","-13,888","18,951,935",0%,"-$38,266,200"
2021-10-12,D,2021-10-14 16:52:26,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,742.11","-13,889","18,965,823",0%,"-$38,085,133"
2021-10-12,D,2021-10-14 16:58:34,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,739.37","-13,889",0,-100%,"-$38,047,136"
2021-10-11,D,2021-10-12 17:54:37,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,800.66","-13,889","18,979,712",0%,"-$38,898,343"
2021-10-11,D,2021-10-12 19:30:45,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,798.28","-13,889","18,979,712",0%,"-$38,865,376"
2021-10-07,,2021-10-08 20:39:31,GOOG,Hennessy John L,Dir,S - Sale,"$2,795.32",-200,"3,778",-5%,"-$559,063"
2021-10-06,D,2021-10-06 19:16:48,GOOG,Pichai Sundar,CEO,S - Sale+OE,"$2,709.30","-3,000","93,000",-3%,"-$8,127,904"
2021-10-04,,2021-10-06 18:37:19,GOOG,Raghavan Prabhakar,SVP,S - Sale,"$2,712.93","-2,475","30,279",-8%,"-$6,714,502"
2021-10-01,,2021-10-01 20:03:05,GOOG,Mather Ann,Dir,S - Sale,"$2,671.09",-19,"1,804",-1%,"-$50,751"
2021-09-29,,2021-10-01 19:38:33,GOOG,Walker John Kent,"SVP, Global Affairs, CLO",S - Sale,"$2,700.01","-2,497","28,580",-8%,"-$6,741,917"
2021-09-23,D,2021-09-27 13:06:48,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,826.22","-13,889","19,805,280",0%,"-$39,253,343"
2021-09-23,D,2021-09-27 13:48:42,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,839.18","-13,889","19,805,280",0%,"-$39,433,353"
2021-09-22,D,2021-09-24 16:14:42,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,814.05","-13,889","19,819,169",0%,"-$39,084,399"
2021-09-22,D,2021-09-24 16:16:41,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,797.36","-11,448","2,441",-82%,"-$32,024,148"
2021-09-22,D,2021-09-24 16:33:37,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,809.76","-2,441","19,819,169",0%,"-$6,858,627"
2021-09-21,D,2021-09-22 13:37:49,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,784.69","-13,889",0,-100%,"-$38,676,504"
2021-09-21,D,2021-09-22 13:42:03,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,798.10","-13,889","19,833,058",0%,"-$38,862,743"
2021-09-15,D,2021-09-15 19:01:56,GOOG,Pichai Sundar,CEO,S - Sale+OE,"$2,863.38","-3,000","138,137",-2%,"-$8,590,144"
2021-09-09,D,2021-09-13 19:00:09,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,876.30","-13,889","18,993,601",0%,"-$39,948,974"
2021-09-09,D,2021-09-13 19:24:52,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,902.09","-13,889","18,993,601",0%,"-$40,307,198"
2021-09-08,D,2021-09-10 12:12:26,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,871.76","-13,889","19,007,490",0%,"-$39,885,808"
2021-09-08,D,2021-09-10 12:41:03,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,897.32","-13,889","19,007,490",0%,"-$40,240,838"
2021-09-07,,2021-09-08 17:40:31,GOOG,Hennessy John L,Dir,S - Sale,"$3,802.28",-200,"3,950",-5%,"-$760,457"
2021-09-07,D,2021-09-08 20:29:24,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,883.29","-13,889","19,020,779",0%,"-$40,046,008"
2021-09-07,D,2021-09-08 21:01:14,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,908.08","-13,889","19,021,379",0%,"-$40,390,311"
2021-09-02,,2021-09-02 20:30:50,GOOG,Mather Ann,Dir,S - Sale,"$2,918.99",-17,"1,823",-1%,"-$49,623"
2021-09-01,,2021-09-02 20:39:46,GOOG,O'Toole Amie Thuener,"VP, Chief Accounting Officer",S - Sale,"$2,913.00",-48,"3,224",-1%,"-$139,824"
2021-09-01,D,2021-09-02 21:03:30,GOOG,Pichai Sundar,CEO,S - Sale+OE,"$2,925.63","-3,000","141,137",-2%,"-$8,776,879"
2021-08-20,D,2021-08-23 21:47:44,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,759.78","-13,889","19,846,947",0%,"-$38,330,543"
2021-08-20,D,2021-08-23 21:50:11,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,735.82","-13,889",0,-100%,"-$37,997,827"
2021-08-19,D,2021-08-23 13:54:08,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,711.86","-13,889",0,-100%,"-$37,664,956"
2021-08-19,D,2021-08-23 15:42:32,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,733.19","-13,889","19,860,836",0%,"-$37,961,209"
2021-08-18,D,2021-08-19 14:55:53,GOOG,Pichai Sundar,CEO,S - Sale+OE,"$2,750.91","-3,000","144,137",-2%,"-$8,252,742"
2021-08-18,D,2021-08-19 18:22:49,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,730.44","-13,889","19,874,225",0%,"-$37,923,094"
2021-08-18,D,2021-08-19 19:40:26,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,751.73","-13,889","19,874,725",0%,"-$38,218,719"
2021-08-11,D,2021-08-11 20:12:35,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,757.27","-13,889","19,061,868",0%,"-$38,295,788"
2021-08-11,D,2021-08-11 20:37:45,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,733.61","-13,889","19,061,868",0%,"-$37,967,095"
2021-08-10,D,2021-08-11 14:13:03,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,739.39","-13,889","19,075,757",0%,"-$38,047,364"
2021-08-10,D,2021-08-11 15:05:24,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,760.28","-13,889","19,075,757",0%,"-$38,337,557"
2021-08-09,D,2021-08-10 12:19:16,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,724.78","-13,889",0,-100%,"-$37,844,447"
2021-08-09,D,2021-08-10 13:23:28,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,748.37","-13,889","19,089,646",0%,"-$38,172,090"
2021-08-09,,2021-08-10 18:18:40,GOOG,Hennessy John L,Dir,S - Sale,"$2,731.20",-200,"3,240",-6%,"-$546,240"
2021-08-04,D,2021-08-04 17:25:45,GOOG,Pichai Sundar,CEO,S - Sale+OE,"$2,717.87","-3,000","147,137",-2%,"-$8,153,624"
2021-08-03,,2021-08-03 17:24:06,GOOG,O'Toole Amie Thuener,"VP, Chief Accounting Officer",S - Sale,"$2,720.00",-48,"3,332",-1%,"-$130,560"
2021-08-02,,2021-08-02 17:50:14,GOOG,Mather Ann,Dir,S - Sale,"$2,709.69",-18,"1,840",-1%,"-$48,774"
2021-07-29,D,2021-08-02 16:31:09,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,719.69","-13,888",0,-100%,"-$37,771,018"
2021-07-29,D,2021-08-02 17:31:59,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,733.78","-13,888","19,888,614",0%,"-$37,966,724"
2021-07-28,D,2021-07-30 16:17:55,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,729.70","-12,289","1,600",-88%,"-$33,545,231"
2021-07-28,,2021-07-30 16:19:49,GOOG,Page Lawrence,"Dir, 10%",S - Sale,"$2,747.77","-11,376","19,905,015",0%,"-$31,258,601"
2021-07-28,D,2021-07-30 16:21:51,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,772.31","-4,113","19,902,502",0%,"-$11,402,515"
2021-07-27,D,2021-07-29 17:10:46,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,627.91","-9,688","4,201",-70%,"-$25,459,158"
2021-07-27,,2021-07-29 17:14:07,GOOG,Page Lawrence,"Dir, 10%",S - Sale,"$2,673.57","-4,201",0,-100%,"-$11,231,658"
2021-07-27,D,2021-07-29 17:24:16,GOOG,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,727.61","-9,835","19,920,445",0%,"-$26,826,031"
2021-07-27,,2021-07-29 17:27:05,GOOG,Page Lawrence,"Dir, 10%",S - Sale,"$2,781.88","-4,054","19,916,391",0%,"-$11,277,735"
2021-07-21,D,2021-07-21 19:28:45,GOOG,Pichai Sundar,CEO,S - Sale+OE,"$2,614.63","-3,000","150,137",-2%,"-$7,843,879"
2021-07-08,D,2021-07-12 17:22:57,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,497.93","-13,888","19,117,423",0%,"-$34,691,264"
2021-07-08,D,2021-07-12 20:05:04,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,579.93","-13,888","19,103,535",0%,"-$35,830,072"
2021-07-07,D,2021-07-08 11:24:46,GOOG,Pichai Sundar,CEO,S - Sale+OE,"$2,597.47","-3,000","153,137",-2%,"-$7,792,404"
2021-07-07,,2021-07-08 15:05:33,GOOG,Hennessy John L,Dir,S - Sale,"$2,602.06",-70,"3,600",-2%,"-$182,144"
2021-07-07,D,2021-07-09 19:49:54,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,601.97","-13,889","19,117,423",0%,"-$36,138,825"
2021-07-07,D,2021-07-09 19:51:59,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,531.21","-13,889","19,117,423",0%,"-$35,155,970"
2021-07-06,D,2021-07-08 18:27:33,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,513.21","-13,889","19,145,201",0%,"-$34,905,949"
2021-07-06,D,2021-07-08 18:28:29,GOOG,Brin Sergey,"Dir, 10%",S - Sale+OE,"$2,584.57","-13,889","19,131,312",0%,"-$35,897,057"
2021-07-02,,2021-07-06 16:31:24,GOOG,Raghavan Prabhakar,SVP,S - Sale,"$2,536.79","-2,476","40,044",-6%,"-$6,281,092"
2021-07-01,,2021-07-01 16:40:37,GOOG,O'Toole Amie Thuener,"VP, Chief Accounting Officer",S - Sale,"$2,497.00",-48,"3,439",-1%,"-$119,856"
